text,label_class,label
听说果糖二磷酸钠胶囊对治疗心肌缺血有一定的帮助是吗？怎么使用,其他,12
用了正红花油皮肤红怎么办,治疗方法,5
请问经期前三四天左右开始左侧后腰痛属于什么问题？,所属科室,6
肺纤维化症状都有什么啊?,临床表现(病症表现),3
请问用水洗手上少量精液后摸阴道内会怀孕吗？,其他,12
脑疝怎么回事,病因,1
脑血管瘤怎么办啊,治疗方法,5
请教一下婴儿及儿童期癫痫及癫痫综合征临床表现,临床表现(病症表现),3
医生您好！贫血以前经常手脚抽筋现在后背抽筋了有一个月了,治疗方法,5
脑袋胀痛，有咳，脖子疼，还有点烧,治疗方法,5
女人晚上睡不着觉原因？担心继续这样会影响到胎宝宝的发育，亲们跟我说说。,病因,1
能否告知小儿低氯性氮质血症综合征有什么定义？,定义,0
如何才可以抵制运动神经元疾病,预防,2
你好，我家孩子经诊断为多动症，服用多动宁胶囊等药物已一个月，还是没有效果。请教一下，是疗程不够，还是其他原因？,病因,1
请问小产一周后小腹疼痛但出血不太多请问正常吗？,病因,1
生完宝宝44天跟老公合房后.肚子疼.,其他,12
宝宝肛门红的有点溃烂了怎么办？他拉便便时都是水状的，一点一点的挤出来，宝宝只有十几天天天哭闹，睡眠又少怎么办呀？,治疗方法,5
甘油三酯265特别害冷心脏供血不足头痛手脚有时麻木,其他,12
什么情况下，肺大泡会石裂？,其他,12
横膈膨出是什么病,定义,0
两上肺炎性病变，是肺结核吗？已经服用消炎药十多天了,病因,1
尘肺对身体有哪些影响,治疗方法,5
医生，你好！请问尖锐湿疣有哪些症状？能治好好吗？,其他,12
新胃必治使用不能超7天是啥意思？我使用了2个月，有事吗？,其他,12
肿瘤患者如何应对寒冬,治疗方法,5
这是什么原因导致的啊，这两个药可不可以一起吃的啊，会是副作用吗,其他,12
你好我以前是用胰岛素控制血糖的这几天医生让我改为药物治疗我吃了有半月了血糖一直不稳定请问是哪里出了问题,病因,1
怀孕8个月营养食谱，怀孕8个月经常抽筋，请问哪位宝妈有怀孕8个月营养食谱,其他,12
请问月经量多有血块怎么治疗？,其他,12
怀孕6个多月，这几天感觉反胃想吐？,治疗方法,5
脊柱骨折手术做了一年了可以考虑怀孕吗,治疗方法,5
怎么才能变胖，是不是身体上有问题？只要吃饭就想上厕所，每天一到二次，人比较瘦小，容易饿，,其他,12
癌症高发地区的人们如何防癌,预防,2
尿道口刺痛，怎么回事？,病因,1
痔疮怎么保守治疗？,治疗方法,5
孕妇失眠多梦怎么办？怀孕8个月了，最近晚上失眠要很久才能睡着。,治疗方法,5
先天性肺囊肿是什么病,定义,0
"舌头上的血管瘤能治疗好吗？,我家孩子舌头上长有血管瘤，红色的，有凸起，内蒙古婴儿在舌头上的血管瘤危害大不大？",治疗方法,5
尿道炎吃什么药好呢,治疗方法,5
多年痔疮可以做电子视频肠镜么？,化验/体检方案,10
痔疮大便出血？严不严重？怎样治疗？,其他,12
拉血便很多擦屁股纸上也都是,定义,0
女尿频尿急尿不尽,临床表现(病症表现),3
肚子经常会痛吃什么好,治疗方法,5
为了预防高血压。有没有什么药吃了能预防？,预防,2
我血压135，底压100,其他,12
下身有味，月经迟几天来,其他,12
肩膀周围胳膊疼手脖子疼有时候感觉背的一侧也痛，转动胳膊的时候还有响声,临床表现(病症表现),3
我血压50到80低血压是因为什么呢？,病因,1
请问月经干净后两天为什么会流出咖啡色液体？,相关病症,4
"月经不调,有经前淋漓出血情况",治疗方法,5
孕妇得了痔疮都可以吃哪种蔬菜水果好,其他,12
人懒懒的吃不下饭会咳血呕血胸部经常会疼跟针扎一样早上起来口腔都是血腥味,病因,1
高血压患者，前天检查了胆固醇很高，血压也很高，要怎么注意比较好,禁忌,9
请问白带多亮晶晶的粘粘的是怎么回事？,临床表现(病症表现),3
冒昧问一下自发性蛛网膜下腔出血要做什么化验治疗吗,化验/体检方案,10
生理腹泻怎么办,治疗方法,5
宝宝咳嗽呕吐怎么回事？,相关病症,4
胸腔积液，右肺巨大肿块。,治疗方法,5
吃木瓜丸的时候饮食上要注意什么啊？,禁忌,9
心绞痛发作时吃救心丸管用吗,治疗方法,5
2岁的宝宝不愿吃饭怎么办,治疗方法,5
现在7个月的宝宝可以在拉肚子之后喝一点葡萄糖水吗？我觉得孩子缺失的水分太多了。,禁忌,9
肠癌外科手术治疗有哪些特点,其他,12
尿频尿急什么什么引起的哦怎么治疗该吃些什么药会影响性功能吗,治疗方法,5
医生，你好，问问更年期妇女肝肾阴虚的话，吃坤宝丸行吗？这药能治疗这病的吗？谢谢告诉我。,治疗方法,5
怎么治疗椎-基底动脉供血不足,临床表现(病症表现),3
颈部脊髓损伤怎么办,治疗方法,5
屁眼胀痛2天了怎么办啊,治疗方法,5
硫酸软骨素片去哪里能购买到呢？硫酸软骨素片是处方药吗？高脂血症服用硫酸软骨素片能治疗吗？,其他,12
我是胆固醇比较高，每天晚上睡觉前吃半片不知道行不行的,禁忌,9
新生儿化脓性脑膜炎常见的病原菌是什么,病因,1
尿路感染怎么治疗最好,治疗方法,5
什么是宫颈癌前病变,定义,0
女，我最近老是想上厕所上完还很疼还带血丝？,临床表现(病症表现),3
最经老是感觉口渴，而且小便次数多，还有尿失禁,其他,12
小腹右下角疼有时还起了两个包各种胃肠检查都做了没有事是怎么回事,病因,1
坐月子可以喝红酒吗？有些睡不着，想喝点红酒可以帮助睡眠，担心会影响宝宝吃奶的。,禁忌,9
高压170低压110，连续两天都一样以前没测过身体没有任何不适这属于高血压吗，需吃啥药,治疗方法,5
1周岁女婴儿身高体重不达标怎么办？不知道是不是忘记吃鱼肝油和钙。,其他,12
我鼻炎两年了，平时晚上睡觉经常有一个鼻子塞住，闻到刺激的味道就鼻塞，尤其是烟味，有种窒息感，长时间会形成哮喘吗,定义,0
花椒水洗痔疮有什么用？,其他,12
拉肚子的疑问,病因,1
怎么治疗脊椎外伤,治疗方法,5
最近总是头晕，时常还会觉得心脏刺痛，但今天突然心脏剧烈疼痛，难以忍受，我被送到了医院，检查结果显示我患上了不稳定性心绞痛，并且是高危，请问，高危不稳定性心绞痛还能活多久？,治愈率,8
扩张型心肌病患者的护理措施有哪些？,其他,12
你好医生，我家小孩颈部半一个月前张了个血管瘤，现在已有黄豆大了,治疗方法,5
我妈妈有心绞痛很久了，有时候她心绞痛发作起来演练直流，我看着非常的心疼，所以很想要问问心绞痛日常注意事项有哪些？,预防,2
结直肠损伤是否会传染？,传染性,7
请问月经不调血色黑怎么办？,治疗方法,5
我肛门周围长了两个小肉粒，不痛不痒请问是咋回事？我平时比较注意肛门卫生的,病因,1
我喝了三个月治十二指肠球部溃疡..,其他,12
阴唇里面又疼又痒,其他,12
脾胃虚会不会引起内分泌失调,治疗方法,5
尖锐湿疣能治好吗?小阴唇内侧肉粒，无性生活史，可能是尖锐湿疣吗,其他,12
请问得了急性肝病治愈率多高,治愈率,8
请问咸板鸭是什么性质的？经期能吃咸板鸭么？,其他,12
你好.做CT检查又上肺有阴影，是肺结核吗？,定义,0
老人现在是得了脑动脉硬化症可以吃这个药吗，需要注意什么吗？,其他,12
先天性肌病怎么办,治疗方法,5
晕痛定胶囊这个药物能不能长期吃的啊，不知道治疗偏头痛怎么样呢,其他,12
髓母细胞瘤怎么办,治疗方法,5
林医生你好，我想咨询下甲亢服131碘后一个半月睡眠不好我可以吃脑心舒吗,禁忌,9
滴白，小便生殖器有疼痛，吃什么药根除？,治疗方法,5
你好，麻烦问一下气管及支气管发育障碍要做什么化验治疗吗,化验/体检方案,10
请问脑性瘫痪综合征症状表现是什么,临床表现(病症表现),3
请问得了尿毒症挂啥科,所属科室,6
吃饭没事，但是喝水很难下咽。一直这样，是怎么回事，然后胸口总是感觉被嘞着一样，很难受，有点疼,临床表现(病症表现),3
我的宝宝都已经好几天没大便了她才10个月大虽然没感觉她最近...,其他,12
排便时肛门有异物感，坐久后肝门刺痛，吃了辛辣东西排便时像火烧，是痔疮，用盐水清洗有效吗？,治疗方法,5
中年妇女心慌心悸是更年期吗,定义,0
女性患上癫痫病的几率要比男性大许多，禁止近亲婚配，更加容易导致癫痫病，为了有效的减少其带来更多的危害。朋友们都晓得癫痫病是具有遗传性的，那么癫痫病遗传是可以彻底治好吗?,治愈率,8
慢阻肺病人感冒了怎么办？,相关病症,4
黄疸有点偏高,临床表现(病症表现),3
怎么让心悸停下,治疗方法,5
过紧的矫形内衣会引起乳腺癌吗,病因,1
你好，我明天体检，前几天感冒了，今天感觉好多了，就是有点流鼻涕，对明天的体检会有影响吗？,其他,12
怎样解决宝宝消化不良,治疗方法,5
小宝宝一个多月，能不能喂葡萄糖给她，还有能不能喂糯米粉？？,其他,12
你們有托吡酯胶囊出售的吗,其他,12
小孩喊肚子痛,临床表现(病症表现),3
二间半，三间半不全引起的心衰用什么药物,其他,12
你好，我想咨询一下，长期服用芮达帕利哌酮缓释片会产生依赖性吗？,禁忌,9
痔疮出血怎么办？请大夫给个药方，谢谢，3天了,治疗方法,5
葶苈降血脂片和复方丹参片一起用可以吗,其他,12
你好中风回春丸的脑梗死造成的肢体无有效吗有什么副作用没有？该病人有糖尿病和心脏病。,其他,12
咨询一下，打开司百得精氨酸布洛芬颗粒外观包装能知道药品的真假吗？,其他,12
打扰问一下神经源性角膜炎做啥体检呢？,化验/体检方案,10
最近不知道为什么，老是尿频，请问是怎么回事啊,临床表现(病症表现),3
间质性肺炎怎么治疗?,治疗方法,5
早上不吃饭行吗,其他,12
请问阴毛稀疏怎么回事？,病因,1
我最近一直有大便出血下坠症状，想了解痔疮的具体症状有哪些？,相关病症,4
您好上颌窦炎看什么医生,所属科室,6
支气管炎这种病真的很严重吗,治愈率,8
请问晚上睡觉多梦起夜多是怎么回事啊？会不会影响到肚子里的孩子啊？需要注意什么呢？,其他,12
"双眼视网膜动脉硬化,血压高压16O低压100",临床表现(病症表现),3
宝宝大便有血，怎样分辨是肠炎还是肛裂？,其他,12
婴儿黄疸有什么明显特征,临床表现(病症表现),3
医生你好，我一直在工作，最近我的白带增多，有异味，我想去检查，请问哪家医院看妇科病效果好？,治疗方法,5
心脏支架三个月了，心绞痛，肩膀酸含硝酸甘油有缓解，还是有点酸！什么情况,临床表现(病症表现),3
请问，我胸口疼痛，吃了斯达舒后时好时坏，是怎么一回事，到底是什么原因,其他,12
孕期如何预防胎儿先天性心脏病？,预防,2
肺心病慢性肺阻塞性肺气肿，心衰、心藏二尖辨中倒流，三尖辨轻度倒流。,其他,12
同事喜欢吃辣，经常大便干结疼痛，想了解，内外痔疮有哪些不同？,其他,12
医生您好我今年19岁今天下课走了一段时间后上下楼梯腿膝盖突然疼请问是怎么回事呢？,临床表现(病症表现),3
这个药对心脏早搏有用吗？我前段时间检查身体检查出来的，想吃点药治疗一下。,治疗方法,5
尿频尿急腹痛,其他,12
胰岛素早晨打15晚上打20个单位还是高怎么办呢,治疗方法,5
痔疮怎么治?,治疗方法,5
蛾苓丸的作用是什么的你饿？怎么用的呢？,其他,12
二个月前跟一个女网友做爱了没戴套，最近龟头那里好像多了一些小肉粒，龟头侧面还有一个红点。,临床表现(病症表现),3
请问孩子脑发育不全是脑瘫吗？需要怎么样治疗才好啊？需要注意什么呢？,其他,12
我患有更年期综合征，朋友建议服用谷维素双维B片，请问这药有什么不良反应，要注意什么问题？,禁忌,9
如果得了唇裂治疗几天,治疗时间,11
里急后重严重，晚上去3次厕所，便量少;大便稀，没便血症状！肛门痛，小腹疼痛。情绪易激动，要吃些什么药？,治疗方法,5
心包填塞是怎么回事？,定义,0
哪些运动项目适合哮喘患者,其他,12
能够改善脑部循环吗，同时睡眠不好，偶有头疼，怎么吃法,其他,12
会阴侧切会痛吗？我听说胎儿头部太大的话，顺产都要侧切的呢！,其他,12
我得了尖锐湿疣，可是我怕会传染给我孩子，1岁半，我想问问我平时该注意些什么？,其他,12
